text,label
"I just updated to the latest CVS - I had been running a build from June. Hitting the Flist button gives the following traceback:syntax error in expression ""int(17+1+(222-)*(19-17-2)/(224-))"" while executing ""expr int($minLine+1+($msgid-$minMsg)*($maxLine-$minLine-2)/($maxMsg-$minMsg))"" (procedure ""Ftoc_FindMsg"" line 57) invoked from within ""Ftoc_FindMsg $i"" (procedure ""Ftoc_ShowSequences"" line 16) invoked from within ""Ftoc_ShowSequences $F"" (procedure ""ScanFolder"" line 81) invoked from within ""ScanFolder inbox 0"" invoked from within ""time [list ScanFolder $F $adjustDisplay"" (procedure ""Scan_Folder"" line 2) invoked from within ""Scan_Folder $exmh(folder) $ftoc(showNew)"" (procedure ""Inc_PresortFinish"" line 7) invoked from within ""Inc_PresortFinish"" invoked from within "".fops.flist invoke"" (""u",0
"re : running credit model tanya , although i ' m quite comfortable with providing support for running the model , and assisting in providing the tools to enable easier analysis of the results , i ' m not entirely comfortable with supporting a java debug environment within your team ( including ad - hoc training ) , when we have facilities within the it development team to do it here . i ' d like to meet with you to discuss this , as this seems to be an ongoing issue , and would like to understand the ground rules by which your team operates in conjunction with it in general . regards steve tanya tamarchenko 23 / 06 / 2000 15 : 48 to : stephen stock / hou / ect @ ect cc : grant masson / hou / ect @ ect , vince j kaminski / hou / ect @ ect , debbie r brackett / hou / ect @ ect subject : re :",0
"mr . osborne has $ 977 , 823 for your family greetings , we are accepting your mortgage application . you have bad credit ? no problem at all ! you can get a loan of $ 500 , 000 with a small monthly payment . approval procedure will only take less than 2 minutes . just visit the link below and fill out the quick and easy form . http : / / www . dfgsgs . info : 443 / azgcwmyh thank you for your time , best regards , lacey berry general manager",1
"contrastive linguistics and translation - - - - - - - - - - - - - - - - - - - - - - - - - call for papers and participation symposium contrastive linguistics and translation studies empirical approaches universit catholique de louvain louvain - la - neuve , belgium 5 - 6 february , 1999 introduction over the last few years an important change has taken place in research into contrastive linguistics and translation studies . whereas previously both fields have drawn on largely introspective methodologies , most research is now conducted on large bodies of bilingual or multilingual data , a change which has had the important effect of providing the two disciplines with a much more solid empirical basis . many researchers are now working with computerised data , in many cases using specifical",0
"updated q & as for enron employees updated questions and answers for enron employees have just been posted to http : / / home . enron . com / updates / qa . html we recognize that as active employees you have special concerns and questions related to enron ' s bankruptcy filing . we regret that we are not able to answer all of your questions as quickly as you deserve , but we are working to provide accurate responses to your most important questions about employee benefits , expense payments and so on . we appreciate your patience as we continue to try to provide timely and reliable information to you .",0
"fw : fyi - - - - - original message - - - - - from : shankman , jeffrey a . sent : monday , november 05 , 2001 6 : 11 pm to : mcconnell , mike ; bowen jr . , raymond ; delainey , david w . cc : lawyer , larry subject : we are asking barclays for 7 days to work out the so 2 inventory , which they are taking to their credit committee tomorrow . we will have a response by noon our time . i ' ll update everyone then . jeff",0
"Hello,This is a one time mailing. We are looking for people who might be interested in working P/T from home. This position involves working 10-15 hours per week. You can expect to make $15-$25 per hour worked. To see a job description, you may go tohttp://begintodaystarttomorrow.S5.com.comHave a great day!--DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by: Jabber - The world's fastest growing real-time communications platform! Don't just IM. Build it in! http://www.jabber.com/osdn/xim _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings",1
"There Are Only A Few Things Needed to Be Successful:You need a multi-billion dollar, ground floor opportunity with the most sought after product in an untapped market that has people clearing $60,000 their first month and $20,000 per week after 8 weeks. You need full support from the start so your growth potential is unlimited. Click here for your FREE special report.http://www.18w6j3g4wrr5s.com/user2/index.htm To Be Remove From Further Mailings reply to http://www.18w6j3g4wrr5s.com/remove/ with remove in the subject line..",1
re [ 10 ] what ' s troubling you ? in 1981 weather websmaps bruce lee,1
"hpl buy / sell reports fyi . i provided two reports to david baumbach . the reports were downloaded to excel and saved to o : \ logistics \ buy _ sell _ hpl _ may _ 2000 and buy _ sell _ hpl _ may _ 13 _ 2000 . the first report reflects buys / sells by hpl across all pipes for the entire month of may . the second report reflects buys / sells by hpl across all pipes for may 13 , 2000 , only . both reports were derived from the volume management module of unify . please advise if you need additional information . bob",0
"imageplus - ink , toner and ribbon cartridges laser , ink ribbon cartridges s p e c i a l image plus laser toners ink cartridges ribbons paper ink cartridges one year warranty iso 9002 certified made in canada * s a v e upto 8 0 % without compromising on quality ! ! note : imagepluscartridges are not refills , butnewcartridges ! ! call for a complete list of products laser cartridgesfor hp ink cartridgesfor hp ink cartridgesfor epson ink cartridgesfor canon ribbonsfor epson c 4127 x $ 68 . 00 c 51629 a $ 14 . 50 187 $ 3 . 04 bci 21 b $ 2 . 56 7753 $ 1 . 95 c 4092 a $ 38 . 90 c 51649 a $ 17 . 00 189 $ 3 . 04 bci 21 c $ 3 . 20 7754 $ 1 . 98 c 4096 a $ 69 . 50 c 6614 d $ 14 . 00 191 $ 4 . 48 bci 24 b $ 3 . 04 8750 $ 1 . 90 c 3903 a $ 49 . 00 c 51645 a $ 11 . 85 193 $ 5 . 12 bci 24 c $ 4 . 00 ",1
"I think that when considering deployment, a solution that supports all Python platforms and not just the L|Unix crowd is desirable.Mac and PC users are more apt to be using a commercial MUA that's unlikely to offer hooking ability (at least not easily). As mentioned elsewhere, even L|Unix users may find an MUA solution easier to use then getting it added to their MTA. (SysOps make programmers look like flaming liberals ;).)My notion of a solution for Windows/Outlook has been, as Guido described, a client-server. Client side does pop3/imap/mapi fetching (of which, I'm only going to implement pop3 initially) potentially on several hosts, spamhams the incoming mail and puts it into one file per message (qmail style?). The MUA accesses this ""eThunk"" as a server to obtain all the ham. Spam is r",0
